Model,Accuracy,Precision,Recall,F1,dataset,ratio,sampler,seed,n_classes,nrows,nfeat
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,corsmote,12,2,472,10
MLP,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,corsmote,12,2,472,10
TabNet,0.7112676056338029,0.4549549549549549,0.3825757575757575,0.4156378600823045,page-blocks-1-3_vs_4,1.0,corsmote,12,2,472,10
SVM,0.9859154929577464,0.9925373134328358,0.9,0.9406850459482038,page-blocks-1-3_vs_4,1.0,corsmote,12,2,472,10
LightGBM,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,1.0,corsmote,12,2,472,10
Decision Tree,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
Bagging,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
MLP,0.971830985915493,0.9263059701492538,0.8462121212121212,0.8813700918964077,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
TabNet,0.7112676056338029,0.4549549549549549,0.3825757575757575,0.4156378600823045,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
LightGBM,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,0.6,adasyn,12,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
Random Forest,0.9929577464788732,0.9962406015037594,0.95,0.9717974180734856,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
Bagging,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
MLP,0.971830985915493,0.8924242424242425,0.8924242424242425,0.8924242424242425,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
TabNet,0.7112676056338029,0.4549549549549549,0.3825757575757575,0.4156378600823045,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
LightGBM,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,0.8,adasyn,12,2,472,10
Decision Tree,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
Bagging,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
MLP,0.9788732394366196,0.9052741151977792,0.9424242424242424,0.9228680065181968,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
TabNet,0.7112676056338029,0.4549549549549549,0.3825757575757575,0.4156378600823045,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,12,2,472,10
Decision Tree,0.971830985915493,0.8571428571428572,0.9848484848484848,0.9089743589743592,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
Bagging,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
XGBoost,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
MLP,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
TabNet,0.5,0.4757213930348258,0.4075757575757576,0.3674634544199762,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
LightGBM,0.9788732394366196,0.9369256474519632,0.8962121212121212,0.9153922542204568,page-blocks-1-3_vs_4,0.6,borderline,12,2,472,10
Decision Tree,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
Random Forest,0.9929577464788732,0.9962406015037594,0.95,0.9717974180734856,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
Bagging,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
XGBoost,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
MLP,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
TabNet,0.5,0.4757213930348258,0.4075757575757576,0.3674634544199762,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
LightGBM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,0.8,borderline,12,2,472,10
Decision Tree,0.9647887323943662,0.8333333333333333,0.981060606060606,0.8903474903474904,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
Random Forest,0.9929577464788732,0.9962406015037594,0.95,0.9717974180734856,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
Bagging,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
XGBoost,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
MLP,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
TabNet,0.5,0.4757213930348258,0.4075757575757576,0.3674634544199762,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
LightGBM,0.9647887323943662,0.8560027758501041,0.8886363636363637,0.8714466775303277,page-blocks-1-3_vs_4,1.0,borderline,12,2,472,10
Decision Tree,0.9788732394366196,0.9052741151977792,0.9424242424242424,0.9228680065181968,page-blocks-1-3_vs_4,,Original,13,2,472,10
Random Forest,0.9859154929577464,0.9925373134328358,0.9,0.9406850459482038,page-blocks-1-3_vs_4,,Original,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,,Original,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,,Original,13,2,472,10
MLP,0.9929577464788732,0.9962406015037594,0.95,0.9717974180734856,page-blocks-1-3_vs_4,,Original,13,2,472,10
TabNet,0.8169014084507042,0.5895989974937343,0.7166666666666667,0.6050492083868206,page-blocks-1-3_vs_4,,Original,13,2,472,10
SVM,0.9788732394366196,0.9888888888888888,0.85,0.906146728354263,page-blocks-1-3_vs_4,,Original,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,,Original,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
TabNet,0.8169014084507042,0.5895989974937343,0.7166666666666667,0.6050492083868206,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
SVM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,smote,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
XGBoost,0.9647887323943662,0.9137566137566138,0.7962121212121211,0.8435778805904384,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
TabNet,0.8169014084507042,0.5895989974937343,0.7166666666666667,0.6050492083868206,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
SVM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,smote,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
TabNet,0.8169014084507042,0.5895989974937343,0.7166666666666667,0.6050492083868206,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
SVM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,smote,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
TabNet,0.676056338028169,0.5412234042553192,0.6409090909090909,0.5016783643576442,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
SVM,0.971830985915493,0.8924242424242425,0.8924242424242425,0.8924242424242425,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,corsmote,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
TabNet,0.676056338028169,0.5412234042553192,0.6409090909090909,0.5016783643576442,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
SVM,0.971830985915493,0.8924242424242425,0.8924242424242425,0.8924242424242425,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,corsmote,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
TabNet,0.676056338028169,0.5412234042553192,0.6409090909090909,0.5016783643576442,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
SVM,0.971830985915493,0.8924242424242425,0.8924242424242425,0.8924242424242425,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,corsmote,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
TabNet,0.823943661971831,0.593719806763285,0.7204545454545455,0.6115548747127695,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
SVM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,adasyn,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
XGBoost,0.9647887323943662,0.9137566137566138,0.7962121212121211,0.8435778805904384,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
TabNet,0.823943661971831,0.593719806763285,0.7204545454545455,0.6115548747127695,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
SVM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,adasyn,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
TabNet,0.823943661971831,0.593719806763285,0.7204545454545455,0.6115548747127695,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
SVM,0.971830985915493,0.8711538461538462,0.9386363636363636,0.9014573213046496,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,adasyn,13,2,472,10
Decision Tree,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
XGBoost,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
TabNet,0.823943661971831,0.593719806763285,0.7204545454545455,0.6115548747127695,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
SVM,0.9788732394366196,0.9052741151977792,0.9424242424242424,0.9228680065181968,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.6,borderline,13,2,472,10
Decision Tree,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
XGBoost,0.9788732394366196,0.8846153846153846,0.9886363636363636,0.9290354822588706,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
MLP,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
TabNet,0.823943661971831,0.593719806763285,0.7204545454545455,0.6115548747127695,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
SVM,0.9788732394366196,0.9052741151977792,0.9424242424242424,0.9228680065181968,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,0.8,borderline,13,2,472,10
Decision Tree,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
Random Forest,1.0,1.0,1.0,1.0,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
Bagging,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
XGBoost,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
MLP,0.9859154929577464,0.9166666666666669,0.9924242424242424,0.9507286606523248,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
TabNet,0.823943661971831,0.593719806763285,0.7204545454545455,0.6115548747127695,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
SVM,0.9788732394366196,0.9052741151977792,0.9424242424242424,0.9228680065181968,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
LightGBM,0.9929577464788732,0.9545454545454546,0.9962121212121212,0.9742893355060656,page-blocks-1-3_vs_4,1.0,borderline,13,2,472,10
Decision Tree,0.9647887323943662,0.929406850459482,0.8294871794871794,0.8714466775303277,page-blocks-1-3_vs_4,,Original,14,2,472,10
Random Forest,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,,Original,14,2,472,10
Bagging,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,,Original,14,2,472,10
XGBoost,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,,Original,14,2,472,10
MLP,0.971830985915493,0.9850746268656716,0.8333333333333333,0.8924242424242425,page-blocks-1-3_vs_4,,Original,14,2,472,10
TabNet,0.852112676056338,0.5645669291338583,0.5788461538461538,0.5702550799827064,page-blocks-1-3_vs_4,,Original,14,2,472,10
SVM,0.9507042253521126,0.8700918964076858,0.7839743589743591,0.8200253485424588,page-blocks-1-3_vs_4,,Original,14,2,472,10
LightGBM,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,,Original,14,2,472,10
Decision Tree,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
Random Forest,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
Bagging,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
XGBoost,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
MLP,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
TabNet,0.8380281690140845,0.6418980775099176,0.7980769230769231,0.6721870922412928,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
SVM,0.9647887323943662,0.8976405274115198,0.8673076923076923,0.8817258037647843,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
LightGBM,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.6,smote,14,2,472,10
Decision Tree,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
Random Forest,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
Bagging,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
XGBoost,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
MLP,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
TabNet,0.8380281690140845,0.6418980775099176,0.7980769230769231,0.6721870922412928,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
SVM,0.971830985915493,0.9089743589743592,0.9089743589743592,0.9089743589743592,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
LightGBM,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.8,smote,14,2,472,10
Decision Tree,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
Random Forest,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
Bagging,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
XGBoost,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
MLP,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
TabNet,0.8380281690140845,0.6418980775099176,0.7980769230769231,0.6721870922412928,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
SVM,0.971830985915493,0.9089743589743592,0.9089743589743592,0.9089743589743592,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
LightGBM,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,1.0,smote,14,2,472,10
Decision Tree,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
Random Forest,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
Bagging,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
XGBoost,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
MLP,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
TabNet,0.8380281690140845,0.6418980775099176,0.7980769230769231,0.6721870922412928,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
SVM,0.9859154929577464,0.9285714285714286,0.9923076923076924,0.9576624925462136,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
LightGBM,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.6,corsmote,14,2,472,10
Decision Tree,0.9788732394366196,0.9469118667591948,0.9128205128205128,0.9290354822588706,page-blocks-1-3_vs_4,0.8,corsmote,14,2,472,10
Random Forest,0.9859154929577464,0.9924242424242424,0.9166666666666669,0.9507286606523248,page-blocks-1-3_vs_4,0.8,corsmote,14,2,472,10
Bagging,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.8,corsmote,14,2,472,10
XGBoost,0.9929577464788732,0.9615384615384616,0.9961538461538462,0.978069498069498,page-blocks-1-3_vs_4,0.8,corsmote,14,2,472,10
